"File","Latitude","Longitude","Label","Weight","Cluster","RiskScore"
"2022-Fish_net-08357.json",35.32625,129.284966666667,"Fish_net",4.5,9,3.47048611111111
"2022-Fish_net-08608.json",34.9285333333333,128.056333333333,"Fish_net",4.5,7,3.63115942028986
"2022-Fish_net-08692.json",35.3256166666667,129.277066666667,"Fish_net",4.5,9,3.47048611111111
"2022-Fish_net-100929.json",35.315382,129.262797,"Fish_net",4.5,9,3.47048611111111
"2022-Fish_net-100939.json",35.132133,129.11425,"Fish_net",4.5,1,3.56219512195122
"2022-Fish_net-100960.json",34.928583,128.057267,"Fish_net",4.5,7,3.63115942028986
"2022-Fish_net-100964.json",34.755267,128.054817,"Fish_net",4.5,7,3.63115942028986
"2022-Fish_net-100973.json",34.800833,128.377917,"Fish_net",4.5,2,3.27389162561576
"2022-Fish_net-101005.json",34.800833,128.37785,"Fish_net",4.5,2,3.27389162561576
"2022-Fish_net-101011.json",34.800833,128.37765,"Fish_net",4.5,2,3.27389162561576
"2022-Fish_net-101022.json",34.800883,128.377883,"Fish_net",4.5,2,3.27389162561576
"2022-Fish_net-101114.json",34.800833,128.377817,"Fish_net",4.5,2,3.27389162561576
"2022-Fish_net-101130.json",34.8009,128.377883,"Fish_net",4.5,2,3.27389162561576
"2022-Fish_net-101170.json",34.800933,128.377867,"Fish_net",4.5,2,3.27389162561576
"2022-Fish_net-101182.json",34.8008,128.3778,"Fish_net",4.5,2,3.27389162561576
"2022-Fish_net-101199.json",34.800833,128.377617,"Fish_net",4.5,2,3.27389162561576
"2022-Fish_net-101211.json",34.800667,128.377867,"Fish_net",4.5,2,3.27389162561576
"2022-Fish_net-101245.json",34.80075,128.377833,"Fish_net",4.5,2,3.27389162561576
"2022-Fish_net-101270.json",34.800867,128.377583,"Fish_net",4.5,2,3.27389162561576
"2022-Fish_net-101301.json",34.800733,128.377883,"Fish_net",4.5,2,3.27389162561576
"2022-Fish_net-101319.json",34.8008,128.377933,"Fish_net",4.5,2,3.27389162561576
"2022-Fish_net-101323.json",34.800833,128.377833,"Fish_net",4.5,2,3.27389162561576
"2022-Fish_net-101331.json",34.800667,128.377783,"Fish_net",4.5,2,3.27389162561576
"2022-Fish_net-101339.json",34.80055,128.377833,"Fish_net",4.5,2,3.27389162561576
"2022-Fish_net-101362.json",34.800867,128.37765,"Fish_net",4.5,2,3.27389162561576
"2022-Fish_net-101398.json",33.224683,126.309367,"Fish_net",4.5,6,3.33636363636364
"2022-Fish_net-101421.json",33.224667,126.3096,"Fish_net",4.5,6,3.33636363636364
"2022-Fish_net-101512.json",34.800717,128.377783,"Fish_net",4.5,2,3.27389162561576
"2022-Fish_net-101528.json",34.8007,128.378167,"Fish_net",4.5,2,3.27389162561576
"2022-Fish_net-101537.json",34.800667,128.377917,"Fish_net",4.5,2,3.27389162561576
"2022-Fish_net-101557.json",34.800533,128.37795,"Fish_net",4.5,2,3.27389162561576
"2022-Fish_net-101639.json",34.800517,128.377817,"Fish_net",4.5,2,3.27389162561576
"2022-Fish_net-101657.json",34.800867,128.3779,"Fish_net",4.5,2,3.27389162561576
"2022-Fish_net-101691.json",34.80085,128.377767,"Fish_net",4.5,2,3.27389162561576
"2022-Fish_net-101744.json",34.800883,128.3778,"Fish_net",4.5,2,3.27389162561576
"2022-Fish_net-101822.json",34.800583,128.377633,"Fish_net",4.5,2,3.27389162561576
"2022-Fish_net-101870.json",34.800533,128.3778,"Fish_net",4.5,2,3.27389162561576
"2022-Fish_net-101913.json",34.800833,128.3779,"Fish_net",4.5,2,3.27389162561576
"2022-Fish_net-101949.json",36.008066,129.57789,"Fish_net",4.5,11,3.29464285714286
"2022-Fish_net-101965.json",34.800847,128.377904,"Fish_net",4.5,2,3.27389162561576
"2022-Fish_net-101976.json",34.800548,128.377799,"Fish_net",4.5,2,3.27389162561576
"2022-Fish_net-101990.json",34.800655,128.377718,"Fish_net",4.5,2,3.27389162561576
"2022-Fish_net-101993.json",34.80077,128.377659,"Fish_net",4.5,2,3.27389162561576
"2022-Fish_net-102001.json",34.800985,128.377884,"Fish_net",4.5,2,3.27389162561576
"2022-Fish_net-106532.json",34.800883,128.37765,"Fish_net",4.5,2,3.27389162561576
"2022-Fish_net-106641.json",34.8008,128.377833,"Fish_net",4.5,2,3.27389162561576
"2022-Fish_net-106756.json",34.800717,128.3778,"Fish_net",4.5,2,3.27389162561576
"2022-Fish_net-106889.json",34.800667,128.377817,"Fish_net",4.5,2,3.27389162561576
"2022-Fish_net-106953.json",34.800617,128.377833,"Fish_net",4.5,2,3.27389162561576
"2022-Fish_net-106969.json",34.926267,128.429683,"Fish_net",4.5,10,3.72258953168044
"2022-Fish_net-106976.json",34.9261,128.42975,"Fish_net",4.5,10,3.72258953168044
"2022-Fish_net-107336.json",34.926117,128.429683,"Fish_net",4.5,10,3.72258953168044
"2022-Fish_net-107339.json",34.722617,127.691967,"Fish_net",4.5,7,3.63115942028986
"2022-Fish_net-107356.json",34.722233,127.694267,"Fish_net",4.5,7,3.63115942028986
"2022-Fish_net-107371.json",34.72285,127.695033,"Fish_net",4.5,7,3.63115942028986
"2022-Fish_net-107389.json",34.925867,128.429533,"Fish_net",4.5,10,3.72258953168044
"2022-Fish_net-107413.json",34.925867,128.429583,"Fish_net",4.5,10,3.72258953168044
"2022-Fish_net-107439.json",34.925883,128.429633,"Fish_net",4.5,10,3.72258953168044
"2022-Fish_net-107454.json",34.9257,128.429267,"Fish_net",4.5,10,3.72258953168044
"2022-Fish_net-107464.json",34.925783,128.4293,"Fish_net",4.5,10,3.72258953168044
"2022-Fish_net-107472.json",34.925783,128.4294,"Fish_net",4.5,10,3.72258953168044
"2022-Fish_net-107477.json",34.92585,128.42935,"Fish_net",4.5,10,3.72258953168044
"2022-Fish_net-107482.json",34.92585,128.4292,"Fish_net",4.5,10,3.72258953168044
"2022-Fish_net-107506.json",34.925917,128.429333,"Fish_net",4.5,10,3.72258953168044
"2022-Fish_net-107535.json",34.92595,128.429183,"Fish_net",4.5,10,3.72258953168044
"2022-Fish_net-107542.json",34.92575,128.429117,"Fish_net",4.5,10,3.72258953168044
"2022-Fish_net-107551.json",34.925817,128.429117,"Fish_net",4.5,10,3.72258953168044
"2022-Fish_net-107576.json",34.92575,128.429067,"Fish_net",4.5,10,3.72258953168044
"2022-Fish_net-107596.json",34.9257,128.429017,"Fish_net",4.5,10,3.72258953168044
"2022-Fish_net-107599.json",35.068217,129.0651,"Fish_net",4.5,3,3.58397328881469
"2022-Fish_net-107705.json",35.0682,129.064733,"Fish_net",4.5,3,3.58397328881469
"2022-Fish_net-107807.json",35.068183,129.06475,"Fish_net",4.5,3,3.58397328881469
"2022-Fish_net-107810.json",35.271718,129.246283,"Fish_net",4.5,9,3.47048611111111
"2022-Fish_net-107990.json",35.271458,129.246195,"Fish_net",4.5,9,3.47048611111111
"2022-Fish_net-108355.json",35.271384,129.246152,"Fish_net",4.5,9,3.47048611111111
"2022-Fish_net-109264.json",34.92575,128.42912,"Fish_net",4.5,10,3.72258953168044
"2022-Fish_net-110719.json",34.924357,128.433102,"Fish_net",4.5,10,3.72258953168044
"2022-Fish_net-12381.json",34.99417,128.47651,"Fish_net",4.5,10,3.72258953168044
"2022-Fish_net-12432.json",34.99443,128.4378,"Fish_net",4.5,10,3.72258953168044
"2022-Fish_net-12461.json",34.99433,128.43792,"Fish_net",4.5,10,3.72258953168044
"2022-Fish_net-12569.json",35.09883,128.47323,"Fish_net",4.5,10,3.72258953168044
"2022-Fish_net-12608.json",35.09869,128.47517,"Fish_net",4.5,10,3.72258953168044
"2022-Fish_net-12882.json",35.0681,129.0649,"Fish_net",4.5,3,3.58397328881469
"2022-Fish_net-15246.json",34.7794166666667,128.387866666667,"Fish_net",4.5,2,3.27389162561576
"2022-Fish_net-15316.json",35.06975,129.084233333333,"Fish_net",4.5,3,3.58397328881469
"2022-Fish_net-15605.json",35.0698,129.084083333333,"Fish_net",4.5,3,3.58397328881469
"2022-Fish_net-15825.json",34.7654833333333,128.405066666667,"Fish_net",4.5,2,3.27389162561576
"2022-Fish_net-15841.json",34.8887,128.4725,"Fish_net",4.5,10,3.72258953168044
"2022-Fish_net-16094.json",35.0699833333333,129.083983333333,"Fish_net",4.5,3,3.58397328881469
"2022-Fish_net-18791.json",35.32035,129.266733333333,"Fish_net",4.5,9,3.47048611111111
"2022-Fish_net-22039.json",35.1282666666667,129.118933333333,"Fish_net",4.5,1,3.56219512195122
"2022-Fish_net-22151.json",35.1315,129.119083333333,"Fish_net",4.5,1,3.56219512195122
"2022-Fish_net-22245.json",34.84855,128.720566666667,"Fish_net",4.5,8,3.27245762711864
"2022-Fish_net-22438.json",34.8909333333333,128.69655,"Fish_net",4.5,8,3.27245762711864
"2022-Fish_net-22525.json",36.557631,129.436077,"Fish_net",4.5,11,3.29464285714286
"2022-Fish_net-22918.json",35.0706333333333,129.083383333333,"Fish_net",4.5,3,3.58397328881469
"2022-Fish_net-23236.json",35.0701166666667,129.082666666667,"Fish_net",4.5,3,3.58397328881469
"2022-Fish_net-23403.json",37.0578,129.422433333333,"Fish_net",4.5,5,3.4243842364532
"2022-Fish_net-26137.json",37.0578,129.4228,"Fish_net",4.5,5,3.4243842364532
"2022-Fish_net-30892.json",34.93,128.43,"Fish_net",4.5,10,3.72258953168044
"2022-Fish_net-31045.json",35,128.47,"Fish_net",4.5,10,3.72258953168044
"2022-Fish_net-31897.json",37.06,129.42,"Fish_net",4.5,5,3.4243842364532
"2022-Fish_net-37081.json",34.78,128.39,"Fish_net",4.5,2,3.27389162561576
"2022-Fish_net-41941.json",35.928733,128.057133,"Fish_net",4.5,10,3.72258953168044
"2022-Fish_net-41973.json",35.92865,128.057317,"Fish_net",4.5,10,3.72258953168044
"2022-Fish_net-42326.json",34.922283,129.424217,"Fish_net",4.5,1,3.56219512195122
"2022-Fish_net-42660.json",34.918133,128.424817,"Fish_net",4.5,10,3.72258953168044
"2022-Fish_net-42824.json",34.92185,128.424333,"Fish_net",4.5,10,3.72258953168044
"2022-Fish_net-42886.json",34.921867,128.4243,"Fish_net",4.5,10,3.72258953168044
"2022-Fish_net-46604.json",34.927867,128.0566,"Fish_net",4.5,7,3.63115942028986
"2022-Fish_net-46735.json",34.928733,128.057133,"Fish_net",4.5,7,3.63115942028986
"2022-Fish_net-47161.json",35.070433,129.08315,"Fish_net",4.5,3,3.58397328881469
"2022-Fish_net-47707.json",34.924367,128.038033,"Fish_net",4.5,7,3.63115942028986
"2022-Fish_net-47776.json",34.92495,128.037983,"Fish_net",4.5,7,3.63115942028986
"2022-Fish_net-56338.json",35.087033,129.077517,"Fish_net",4.5,3,3.58397328881469
"2022-Fish_net-56356.json",35.087017,129.077333,"Fish_net",4.5,3,3.58397328881469
"2022-Fish_net-56462.json",35.08725,129.0781,"Fish_net",4.5,3,3.58397328881469
"2022-Fish_net-57025.json",35.087217,129.0773,"Fish_net",4.5,3,3.58397328881469
"2022-Fish_net-64671.json",36.7794,126.129567,"Fish_net",4.5,12,3.59550561797753
"2022-Fish_net-64706.json",36.7793,126.129583,"Fish_net",4.5,12,3.59550561797753
"2022-Fish_net-64736.json",36.779317,126.12945,"Fish_net",4.5,12,3.59550561797753
"2022-Fish_net-64754.json",36.779233,126.129367,"Fish_net",4.5,12,3.59550561797753
"2022-Fish_net-64786.json",36.779233,126.1295,"Fish_net",4.5,12,3.59550561797753
"2022-Fish_net-64879.json",34.991417,128.458817,"Fish_net",4.5,10,3.72258953168044
"2022-Fish_net-65008.json",34.755383,128.054917,"Fish_net",4.5,7,3.63115942028986
"2022-Fish_net-65161.json",34.755417,128.054967,"Fish_net",4.5,7,3.63115942028986
"2022-Fish_net-65411.json",34.755433,128.055033,"Fish_net",4.5,7,3.63115942028986
"2022-Fish_net-65490.json",34.755333,128.054933,"Fish_net",4.5,7,3.63115942028986
"2022-Fish_net-65526.json",34.75535,128.05495,"Fish_net",4.5,7,3.63115942028986
"2022-Fish_net-65610.json",34.755317,128.054917,"Fish_net",4.5,7,3.63115942028986
"2022-Fish_net-65697.json",34.925317,128.0381,"Fish_net",4.5,7,3.63115942028986
"2022-Fish_net-65727.json",34.924933,128.037983,"Fish_net",4.5,7,3.63115942028986
"2022-Fish_net-65776.json",34.991217,128.459033,"Fish_net",4.5,10,3.72258953168044
"2022-Fish_net-65970.json",34.909383,128.42275,"Fish_net",4.5,10,3.72258953168044
"2022-Fish_net-70575.json",34.92515,128.037983,"Fish_net",4.5,7,3.63115942028986
"2022-Fish_net-70751.json",34.9253,128.038117,"Fish_net",4.5,7,3.63115942028986
"2022-Fish_net-70808.json",34.9249,128.037967,"Fish_net",4.5,7,3.63115942028986
"2022-Fish_net-70997.json",34.75535,128.0549,"Fish_net",4.5,7,3.63115942028986
"2022-Fish_net-71289.json",34.755383,128.054933,"Fish_net",4.5,7,3.63115942028986
"2022-Fish_net-71718.json",34.7554,128.055,"Fish_net",4.5,7,3.63115942028986
"2022-Fish_net-72037.json",34.7871,126.392983,"Fish_net",4.5,4,3.875
"2022-Fish_net-72121.json",34.786933,126.392717,"Fish_net",4.5,4,3.875
"2022-Fish_net-72251.json",35.325517,129.284683,"Fish_net",4.5,9,3.47048611111111
"2022-Fish_net-72331.json",35.325567,129.28465,"Fish_net",4.5,9,3.47048611111111
"2022-Fish_net-87010.json",35.3256,129.28475,"Fish_net",4.5,9,3.47048611111111
"2022-Fish_net-87373.json",35.324183,129.282833,"Fish_net",4.5,9,3.47048611111111
"2022-Fish_net-90972.json",35.085867,129.027517,"Fish_net",4.5,3,3.58397328881469
"2022-Fish_net-90973.json",35.086067,129.027817,"Fish_net",4.5,3,3.58397328881469
"2022-Fish_net-97035.json",33.20945,126.258383,"Fish_net",4.5,6,3.33636363636364
"2022-Fish_net-97045.json",34.80085,128.377917,"Fish_net",4.5,2,3.27389162561576
"2022-Fish_net-97108.json",34.800333,128.377667,"Fish_net",4.5,2,3.27389162561576
"2022-Fish_net-97148.json",34.80075,128.377633,"Fish_net",4.5,2,3.27389162561576
"2022-Fish_net-97182.json",34.800733,128.377667,"Fish_net",4.5,2,3.27389162561576
"2022-Fish_net-97204.json",34.800733,128.377767,"Fish_net",4.5,2,3.27389162561576
"2022-Fish_net-97303.json",34.800583,128.37785,"Fish_net",4.5,2,3.27389162561576
"2022-Fish_net-97542.json",34.80055,128.377817,"Fish_net",4.5,2,3.27389162561576
"2022-Fish_net-97658.json",34.925883,128.429483,"Fish_net",4.5,10,3.72258953168044
"2022-Fish_net-97665.json",34.92585,128.429383,"Fish_net",4.5,10,3.72258953168044
"2022-Fish_net-97685.json",34.926233,128.429583,"Fish_net",4.5,10,3.72258953168044
"2022-Fish_net-97702.json",34.800833,128.377883,"Fish_net",4.5,2,3.27389162561576
"2022-Fish_net-97739.json",34.80085,128.37795,"Fish_net",4.5,2,3.27389162561576
"2022-Fish_net-97749.json",34.80085,128.377833,"Fish_net",4.5,2,3.27389162561576
"2022-Fish_net-97790.json",34.8008,128.377767,"Fish_net",4.5,2,3.27389162561576
"2022-Rope-Fish_net-02163.json",34.826,128.35755,"Fish_net",4.5,2,3.27389162561576
"2022-Rope-Fish_net-02191.json",34.9262166666667,128.429316666667,"Fish_net",4.5,10,3.72258953168044
"2022-Rope-Fish_net-02594.json",34.8331833333333,128.414516666667,"Fish_net",4.5,2,3.27389162561576
"2022-Rope-Fish_net-02754.json",34.81795,128.370283333333,"Fish_net",4.5,2,3.27389162561576
"2022-Rope-Fish_net-05401.json",35.1382,129.114516666667,"Fish_net",4.5,1,3.56219512195122
"2022-Rope-Fish_net-05412.json",35.1381,129.113666666667,"Fish_net",4.5,1,3.56219512195122
"2022-Rope-Fish_net-05714.json",35.1378166666667,129.114266666667,"Fish_net",4.5,1,3.56219512195122
"2022-Rope-Fish_net-08796.json",35.3259666666667,129.284966666667,"Fish_net",4.5,9,3.47048611111111
"2022-Rope-Fish_net-08798.json",35.3255333333333,129.284933333333,"Fish_net",4.5,9,3.47048611111111
"2022-Rope-Fish_net-08855.json",35.32555,129.276916666667,"Fish_net",4.5,9,3.47048611111111
"2022-Rope-Fish_net-08952.json",35.0682,129.0647,"Fish_net",4.5,3,3.58397328881469
"2022-Rope-Fish_net-101206.json",34.8008,128.37785,"Fish_net",4.5,2,3.27389162561576
"2022-Rope-Fish_net-101309.json",34.800867,128.377733,"Fish_net",4.5,2,3.27389162561576
"2022-Rope-Fish_net-101337.json",34.800583,128.377767,"Fish_net",4.5,2,3.27389162561576
"2022-Rope-Fish_net-106958.json",34.9261,128.429683,"Fish_net",4.5,10,3.72258953168044
"2022-Rope-Fish_net-12294.json",34.8178666666667,128.371766666667,"Fish_net",4.5,2,3.27389162561576
"2022-Rope-Fish_net-12639.json",34.77955,128.387683333333,"Fish_net",4.5,2,3.27389162561576
"2022-Rope-Fish_net-12802.json",35.0680666666667,129.065033333333,"Fish_net",4.5,3,3.58397328881469
"2022-Rope-Fish_net-15488.json",35.06985,129.084233333333,"Fish_net",4.5,3,3.58397328881469
"2022-Rope-Fish_net-15691.json",35.0698666666667,129.084066666667,"Fish_net",4.5,3,3.58397328881469
"2022-Rope-Fish_net-16042.json",35.0701333333333,129.083933333333,"Fish_net",4.5,3,3.58397328881469
"2022-Rope-Fish_net-16134.json",35.0700666666667,129.0836,"Fish_net",4.5,3,3.58397328881469
"2022-Rope-Fish_net-18004.json",37.5461833333333,129.11705,"Fish_net",4.5,5,3.4243842364532
"2022-Rope-Fish_net-18083.json",37.5462833333333,129.117083333333,"Fish_net",4.5,5,3.4243842364532
"2022-Rope-Fish_net-18294.json",37.5458333333333,129.117066666667,"Fish_net",4.5,5,3.4243842364532
"2022-Rope-Fish_net-18641.json",34.84115,128.435366666667,"Fish_net",4.5,2,3.27389162561576
"2022-Rope-Fish_net-19111.json",34.7553166666667,128.054866666667,"Fish_net",4.5,7,3.63115942028986
"2022-Rope-Fish_net-22291.json",34.84835,128.719633333333,"Fish_net",4.5,8,3.27245762711864
"2022-Rope-Fish_net-22596.json",36.557668,129.436197,"Fish_net",4.5,11,3.29464285714286
"2022-Rope-Fish_net-22828.json",35.0704833333333,129.08355,"Fish_net",4.5,3,3.58397328881469
"2022-Rope-Fish_net-23047.json",35.0702333333333,129.083133333333,"Fish_net",4.5,3,3.58397328881469
"2022-Rope-Fish_net-23650.json",37.0579166666667,129.42195,"Fish_net",4.5,5,3.4243842364532
"2022-Rope-Fish_net-26009.json",37.0578,129.422666666667,"Fish_net",4.5,5,3.4243842364532
"2022-Rope-Fish_net-26277.json",37.05775,129.42305,"Fish_net",4.5,5,3.4243842364532
"2022-Rope-Fish_net-26343.json",37.0578333333333,129.422666666667,"Fish_net",4.5,5,3.4243842364532
"2022-Rope-Fish_net-31183.json",34.76,128.41,"Fish_net",4.5,2,3.27389162561576
"2022-Rope-Fish_net-42399.json",35.983583,129.556517,"Fish_net",4.5,11,3.29464285714286
"2022-Rope-Fish_net-42590.json",34.91815,128.424817,"Fish_net",4.5,10,3.72258953168044
"2022-Rope-Fish_net-46776.json",35.069933,129.0839,"Fish_net",4.5,3,3.58397328881469
"2022-Rope-Fish_net-46881.json",35.07,129.08315,"Fish_net",4.5,3,3.58397328881469
"2022-Rope-Fish_net-47200.json",35.070067,129.083883,"Fish_net",4.5,3,3.58397328881469
"2022-Rope-Fish_net-47368.json",35.070033,129.082917,"Fish_net",4.5,3,3.58397328881469
"2022-Rope-Fish_net-47501.json",35.070433,129.08325,"Fish_net",4.5,3,3.58397328881469
"2022-Rope-Fish_net-48035.json",37.327383,129.269467,"Fish_net",4.5,5,3.4243842364532
"2022-Rope-Fish_net-56471.json",35.087233,129.07805,"Fish_net",4.5,3,3.58397328881469
"2022-Rope-Fish_net-56543.json",35.087067,129.07755,"Fish_net",4.5,3,3.58397328881469
"2022-Rope-Fish_net-56846.json",34.848733,128.720333,"Fish_net",4.5,8,3.27245762711864
"2022-Rope-Fish_net-57325.json",34.832833,128.71565,"Fish_net",4.5,8,3.27245762711864
"2022-Rope-Fish_net-64934.json",34.755317,128.0549,"Fish_net",4.5,7,3.63115942028986
"2022-Rope-Fish_net-65922.json",34.772983,128.390767,"Fish_net",4.5,2,3.27389162561576
"2022-Rope-Fish_net-70685.json",34.9253,128.03805,"Fish_net",4.5,7,3.63115942028986
"2022-Rope-Fish_net-72027.json",36.365267,126.45755,"Fish_net",4.5,12,3.59550561797753
"2022-Rope-Fish_net-72049.json",34.786983,126.3927,"Fish_net",4.5,4,3.875
"2022-Rope-Fish_net-72084.json",34.787133,126.392933,"Fish_net",4.5,4,3.875
"2022-Rope-Fish_net-72151.json",34.786767,126.392567,"Fish_net",4.5,4,3.875
"2022-Rope-Fish_net-72168.json",35.32555,129.28465,"Fish_net",4.5,9,3.47048611111111
"2022-Rope-Fish_net-72361.json",35.325533,129.2847,"Fish_net",4.5,9,3.47048611111111
"2022-Rope-Fish_net-97777.json",34.80085,128.37765,"Fish_net",4.5,2,3.27389162561576
"2022-Etc-Fish_trap-00404.json",35.0871833333333,129.077716666667,"Fish_trap",3,3,3.58397328881469
"2022-Etc-Fish_trap-00606.json",35.1386,129.114233333333,"Fish_trap",3,1,3.56219512195122
"2022-Etc-Fish_trap-07112.json",35.0682,129.0647,"Fish_trap",3,3,3.58397328881469
"2022-Etc-Fish_trap-09288.json",37.54635,129.117016666667,"Fish_trap",3,5,3.4243842364532
"2022-Etc-Fish_trap-09353.json",37.5460166666667,129.117066666667,"Fish_trap",3,5,3.4243842364532
"2022-Etc-Fish_trap-09677.json",37.5458333333333,129.117066666667,"Fish_trap",3,5,3.4243842364532
"2022-Etc-Fish_trap-11443.json",34.77955,128.387683333333,"Fish_trap",3,2,3.27389162561576
"2022-Etc-Fish_trap-11799.json",35.0681,129.0649,"Fish_trap",3,3,3.58397328881469
"2022-Etc-Fish_trap-12027.json",35.0680666666667,129.064683333333,"Fish_trap",3,3,3.58397328881469
"2022-Etc-Fish_trap-12972.json",35.1331833333333,129.118916666667,"Fish_trap",3,1,3.56219512195122
"2022-Etc-Fish_trap-13127.json",35.1317166666667,129.118783333333,"Fish_trap",3,1,3.56219512195122
"2022-Etc-Fish_trap-13213.json",35.1282666666667,129.118933333333,"Fish_trap",3,1,3.56219512195122
"2022-Etc-Fish_trap-13493.json",34.7794166666667,128.387866666667,"Fish_trap",3,2,3.27389162561576
"2022-Etc-Fish_trap-13619.json",35.06975,129.084233333333,"Fish_trap",3,3,3.58397328881469
"2022-Etc-Fish_trap-13790.json",35.07005,129.084183333333,"Fish_trap",3,3,3.58397328881469
"2022-Etc-Fish_trap-13796.json",35.0698,129.084083333333,"Fish_trap",3,3,3.58397328881469
"2022-Etc-Fish_trap-13827.json",35.0698666666667,129.084066666667,"Fish_trap",3,3,3.58397328881469
"2022-Etc-Fish_trap-13991.json",34.8887,128.4725,"Fish_trap",3,10,3.72258953168044
"2022-Etc-Fish_trap-14234.json",37.057631,129.426077,"Fish_trap",3,5,3.4243842364532
"2022-Etc-Fish_trap-14417.json",37.055586,129.423091,"Fish_trap",3,5,3.4243842364532
"2022-Etc-Fish_trap-15012.json",35.0699666666667,129.08375,"Fish_trap",3,3,3.58397328881469
"2022-Etc-Fish_trap-15090.json",35.0701666666667,129.083166666667,"Fish_trap",3,3,3.58397328881469
"2022-Etc-Fish_trap-15145.json",35.07005,129.0835,"Fish_trap",3,3,3.58397328881469
"2022-Etc-Fish_trap-16923.json",34.93,128.06,"Fish_trap",3,7,3.63115942028986
"2022-Etc-Fish_trap-16971.json",34.7554166666667,128.055,"Fish_trap",3,7,3.63115942028986
"2022-Etc-Fish_trap-17699.json",35.3255333333333,129.284933333333,"Fish_trap",3,9,3.47048611111111
"2022-Etc-Fish_trap-19694.json",34.84835,128.719633333333,"Fish_trap",3,8,3.27245762711864
"2022-Etc-Fish_trap-20420.json",35.0707333333333,129.083783333333,"Fish_trap",3,3,3.58397328881469
"2022-Etc-Fish_trap-21022.json",35.0701166666667,129.082666666667,"Fish_trap",3,3,3.58397328881469
"2022-Etc-Fish_trap-21173.json",37.0578,129.422433333333,"Fish_trap",3,5,3.4243842364532
"2022-Etc-Fish_trap-21287.json",37.0578,129.422783333333,"Fish_trap",3,5,3.4243842364532
"2022-Etc-Fish_trap-21677.json",37.0578833333333,129.422016666667,"Fish_trap",3,5,3.4243842364532
"2022-Etc-Fish_trap-21839.json",37.0577833333333,129.422466666667,"Fish_trap",3,5,3.4243842364532
"2022-Etc-Fish_trap-23848.json",37.0577666666667,129.422816666667,"Fish_trap",3,5,3.4243842364532
"2022-Etc-Fish_trap-23959.json",37.0579166666667,129.42195,"Fish_trap",3,5,3.4243842364532
"2022-Etc-Fish_trap-24367.json",37.0578833333333,129.421733333333,"Fish_trap",3,5,3.4243842364532
"2022-Etc-Fish_trap-25139.json",37.05785,129.422316666667,"Fish_trap",3,5,3.4243842364532
"2022-Etc-Fish_trap-25430.json",37.0576833333333,129.423083333333,"Fish_trap",3,5,3.4243842364532
"2022-Etc-Fish_trap-25750.json",37.0578333333333,129.422666666667,"Fish_trap",3,5,3.4243842364532
"2022-Etc-Fish_trap-26631.json",37.06,129.42,"Fish_trap",3,5,3.4243842364532
"2022-Etc-Fish_trap-32605.json",34.93,128.43,"Fish_trap",3,10,3.72258953168044
"2022-Etc-Fish_trap-38880.json",34.779,128.388433,"Fish_trap",3,2,3.27389162561576
"2022-Etc-Fish_trap-39405.json",34.779017,128.388417,"Fish_trap",3,2,3.27389162561576
